id,name,code,iata,sign,country,status
451,Atlantic Southeast Airlines,EV,ASQ,ACEY,United States,1
452,All Star Airlines,,ASR,Inc.,ALL STAR,1
453,Air Class,,ASS,S.A. de C.V.,AIR CLASS,1
454,Aerlineas Del Oeste,,AST,AEROESTE,Mexico,1
455,Aviones Are,,NRE,AVIONES ARE,Mexico,1
456,Air Nepal International,,NPL,AIR NEPAL,Nepal,1
457,Air Napier,,NPR,,New Zealand,1
458,Air Taxi & Cargo,,WAM,TAXI CARGO,Sudan,1
459,Arrow Panama,,WAP,ARROW PANAMA,Panama,1
460,Astravia-Bissau Air Transports Ltd.,,ASV,ASTRAVIA,Guinea-Bissau,1
461,Astrakhan Airlines,OB,ASZ,AIR ASTRAKHAN,Russia,1
462,Air Transport Association,,ATA,,United States,1
463,Atlantair Ltd.,,ATB,STARLITE,Canada,1
464,Air Tanzania,TC,ATC,TANZANIA,Tanzania,1
465,Aerotours Dominicana,,ATD,AEROTOURS,Dominican Republic,1
466,Atlantis Transportation Services,,ATE,Ltd.,ATLANTIS CANADA,1
467,Aerotrans Airline,,ATG,BACHYT,Kazakhstan,1
468,Air Charter World,,XAC,,United States,1
469,Air Burkina,2J,VBW,BURKINA,Burkina Faso,1
470,Air Travel Corp.,,ATH,AIR TRAVEL,United States,1
471,Aero-Tropics Air Services,HC,ATI,,Australia,1
472,Air Traffic GmbH,,ATJ,SNOOPY,Germany,1
473,AeroTACA,,ATK,AEROTACA,Colombia,1
474,Aerocentral,,ATL,CENTRALMEX,Mexico,1
475,Airlines Of Tasmania,FO,ATM,AIRTAS,Australia,1
476,Air Saint Pierre,PJ,SPM,,France,1
477,Air Transport International,8C,ATN,AIR TRANSPORT,United States,1
478,ASTRAL Colombia - Aerotransportes Especiales Ltda.,,ATP,ASTRAL,Colombia,1
479,Air Transport Schiphol,,ATQ,MULTI,Netherlands,1
480,Aeroferinco,,FEO,FERINCO,Mexico,1
481,Aero Taxis Y Servicios Alfe,,FES,AERO ALFE,Mexico,1
482,Avialesookhrana,,FFA,AVIALESOOKHRANA,Russia,1
483,Africair Service,,FFB,FOXTROT FOXTROT,Senegal,1
484,Atlas Airlines,,ATR,ATLAS-AIR,United States,1
485,Air Transport Service,,ATS,,Democratic Republic of the Congo,1
486,Aer Turas,,ATT,AERTURAS,Ireland,1
487,Atlant Aerobatics Ltd.,,ATU,ATLANT HUNGARY,Hungary,1
488,Avanti Air,,ATV,AVANTI AIR,Germany,1
489,Aero Trades (Western) Ltd.,,ATW,AERO TRADES,Canada,1
490,Austrian Airlines,OS,AUA,AUSTRIAN,Austria,1
491,Air Southwest,,WOW,SWALLOW,United Kingdom,1
492,Augsburg Airways,IQ,AUB,AUGSBURG-AIR,Germany,1
493,Air Corporate,,CPV,AIRCORPORATE,Italy,1
494,Aviastar-Tu,,TUP,TUPOLEVAIR,Russia,1
495,AirBridge Cargo,RU,ABW,AIRBRIDGE CARGO,Russia,1
496,ATUR,,TUR,,Ecuador,1
497,ATESA Aerotaxis Ecuatorianos,,TXU,ATESA,Ecuador,1
498,Austin Express,,TXX,COWBOY,United States,1
499,Audi Air,,AUD,Inc.,AUDI AIR,1
500,Augusta Air Luftfahrtunternehmen,,AUF,AUGUSTA,Germany,1
501,Abu Dhabi Amiri Flight,MO,AUH,SULTAN,United Arab Emirates,1
502,Aeroflot-Nord,5N,AUL,DVINA,Russia,1
503,Air Atlantic Uruguay,,AUM,ATLAMUR,Uruguay,1
504,Aviones Unidos,,AUN,AVIONES UNIDOS,Mexico,1
505,Avia Business Group,,AUP,,Russia,1
506,Aero Servicios Expecializados,,SVE,AEROESPECIAL,Mexico,1
507,Aurigny Air Services,GR,AUR,AYLINE,United Kingdom,1
508,Aus-Air,NO,AUS,,Australia,1
509,Austral Lineas Aereas,AU,AUT,AUSTRAL,Argentina,1
510,Aurora Aviation,,AUU,Inc.,AURORA AIR,1
511,Air Uganda International Ltd.,,AUX,,Uganda,1
512,Aerolineas Uruguayas,,AUY,S.A.,AUSA,1
513,Australian Airlines,AO,AUZ,AUSTRALIAN,Australia,1
514,Avianca - Aerovias Nacionales de Colombia,AV,AVA,S.A.,AVIANCA,1
515,Aviation Beaufort,,AVB,BEAUPAIR,United Kingdom,1
516,Alamo Aviacion,,AVD,S.L.,ALAMO,1
517,Aviair Aviation Ltd.,,AVF,CARIBOO,Canada,1
518,Air Falcon,,AVG,DJIBOUTI FALCON,Djibouti,1
519,AV8 Helicopters,,AVH,KENT HELI,United Kingdom,1
520,Avia Traffic Company,,AVJ,ATOMIC,Kyrgyzstan,1
521,AV8 Helicopters,,AVK,AVIATE-COPTER,South Africa,1
522,Aviacion Ejecutiva Mexicana,,AVM,S.A.,AVEMEX,1
523,Air Vanuatu,NF,AVN,AIR VAN,Vanuatu,1
524,Aviation at Work,,AVO,AVIATION WORK,South Africa,1
525,Avcorp Registrations,,AVP,AVCORP,United Kingdom,1
526,Alfa Aerospace,,LFP,ALFA-SPACE,Australia,1
527,Atlantic Airfreight Aviation,,LFR,LANFREIGHT,Sao Tome and Principe,1
528,Aerolift Company,,LFT,LIFTCO,Sierra Leone,1
529,Aviation Services,,AVQ,Inc.,AQUILINE,1
530,Active Aero Charter,,AVR,Inc.,ACTIVE AERO,1
531,Avialsa T-35,,AVS,AVIALSA,Spain,1
532,Asia Avia Airlines,,AVT,ASIAVIA,Indonesia,1
533,Avia Sud A,,AVU,AVIASUD,France,1
534,Airvantage Incorporated,,AVV,AIRVANTAGE,United States,1
535,Aviator Airways,,AVW,AVIATOR,Greece,1
536,Aviapaslauga,,AVX,PASLAUGA,Lithuania,1
537,ASL,,XXX,,Belgium,1
538,Air Yugoslavia,,YRG,YUGAIR,Serbia,1
539,Airlink Zambia,K8,ZAK,,Zambia,1
540,Agence Nationale des Aerodromes et de la Meteorologie,,ZZM,,Ivory Coast,1
541,Airbus Transport International,,BGA,BELOUGA,France,1
542,Air Bangladesh,B9,BGD,AIR BANGLA,Bangladesh,1
543,Aviodetachment-28,,BGF,BULGARIAN,Bulgaria,1
544,Aero BG,,BGG,AERO BG,Mexico,1
545,Aerotaxis De La Bahia,,BHC,BAHIA,Mexico,1
546,Air Mediterranee,DR,BIE,MEDITERRANEE,France,1
547,Aviaservice,,BIV,AVIASERVICE,Georgia,1
548,Aerolineas De El Salvador,,SZA,AESA,El Salvador,1
549,Swaziland Airlink,,SZL,SWAZILINK,Swaziland,1
550,Air Moorea,,TAH,AIR MOOREA,France,1
551,Aerovaradero,,AVY,S.A.,AEROVARADERO,1
552,Air Valencia,,AVZ,AIR VALENCIA,Spain,1
553,Airways International,,AWB,Inc.,AIRNAT,1
554,Airwork,,AWK,AIRWORK,New Zealand,1
555,Australian Wetleasing,,AWL,AUSSIEWORLD,Australia,1
556,Air Niamey,,AWN,AIR NIAMEY,Niger,1
557,Awood Air Ltd.,,AWO,AWOOD AIR,Canada,1
558,Arctic Wings And Rotors Ltd.,,AWR,ARCTIC WINGS,Canada,1
559,Auo Airclub AIST-M,,ISM,STORK,Russia,1
560,Arab Wings,,AWS,ARAB WINGS,Jordan,1
561,Air West,,AWT,AIR WEST,Canada,1
562,Aeroline GmbH,7E,AWU,SYLT-AIR,Germany,1
563,Airwave Transport,,AWV,Inc.,AIRWAVE,1
564,Air Wales,6G,AWW,RED DRAGON,United Kingdom,1
565,Aeroway,,AWY,S.L.,AEROWEE,1
566,Air Caraïbes,TX,FWI,FRENCH WEST,France,1
567,AirWest,,AWZ,,Sudan,1
568,Air India Express,IX,AXB,EXPRESS INDIA,India,1
569,Air Express,,AXD,AIR SUDEX,Sudan,1
570,Asian Express Airlines,HJ,AXF,FREIGHTEXPRESS,Australia,1
571,Aeromexhaga,,AXH,AEROMEXHAGA,Mexico,1
572,Aeron International Airlines,,AXI,Inc.,AIR FREIGHTER,1
573,African Express Airways,,AXK,EXPRESS JET,Kenya,1
574,Air Exel,XT,AXL,EXEL COMMUTER,Netherlands,1
575,AirAsia,AK,AXM,ASIAN EXPRESS,Malaysia,1
576,Alexandair,,AXN,ALEXANDROS,Greece,1
577,Aeromax,,AXP,AEROMAX SPAIN,Spain,1
578,Action Airlines (Action Air Charter),,AXQ,ACTION AIR,United States,1
579,Alberni Airways,,BNI,ALBERNI,Canada,1
580,Aerolineas Bonanza,,BNZ,AERO BONANZA,Mexico,1
581,Aerobona,,BOC,AEROBONA,Mexico,1
582,Aboitiz Air,,BOI,ABAIR,Philippines,1
583,Axel Rent,,AXR,S.A.,RENTAXEL,1
584,Altus Airlines,,AXS,ALTUS,United States,1
585,Aviaxess,,AXV,AXAVIA,France,1
586,Avioimpex A.D.p.o.,,AXX,IMPEX,Macedonia,1
587,Axis Airways,6V,AXY,AXIS,France,1
588,Aladia Airlines,,AYD,AIRLINES ALADIA,Mexico,1
589,Aykavia Aircompany,,AYK,,Armenia,1
590,Airman,,AYM,S.L.,AIRMAN,1
591,Atlantic Airlines,,AYN,S.A.,ATLANTIC NICARAGUA,1
592,Awsaj Aviation Services,,AYS,,Libya,1
593,Ayeet Aviation & Tourism,,AYT,AYEET,Israel,1
594,Atlant-Soyuz Airlines,3G,AYZ,ATLANT-SOYUZ,Russia,1
595,Alitalia,AZ,AZA,ALITALIA,Italy,1
596,Azamat,,AZB,TUMARA,Kazakhstan,1
597,Arcus-Air Logistic,ZE,AZE,ARCUS AIR,Germany,1
598,Air Zermatt AG,,AZF,AIR ZERMATT,Switzerland,1
599,Azalhelikopter,,AZK,AZALHELICOPTER,Azerbaijan,1
600,Africa One,,AZL,SKY AFRICA,Zambia,1
601,Aerocozumel,,AZM,AEROCOZUMEL,Mexico,1
602,Amaszonas,Z8,AZN,,Bolivia,1
603,Arizona Pacific Airways,,AZP,ARIZONA PACIFIC,United States,1
604,Aviacon Zitotrans Air Company,,AZS,ZITOTRANS,Russia,1
605,Azimut,,AZT,S.A.,AZIMUT,1
606,Azov Avia Airlines,,AZV,AZOV AVIA,Ukraine,1
607,Air Zimbabwe,UM,AZW,AIR ZIMBABWE,Zimbabwe,1
608,Aero Jomacha,,MHC,AERO JOMACHA,Mexico,1
609,Air Memphis,,MHS,AIR MEMPHIS,Egypt,1
610,Air Memphis,,MHU,MEPHIS UGANDA,Uganda,1
611,Air Marrakech Service,,MKH,AIR MARRAKECH,Morocco,1
612,Air Max Africa,,AZX,AZIMA,Gabon,1
613,Arizona Airways,,AZY,Inc.,ARIZAIR,1
614,Azza Transport,,AZZ,AZZA TRANSPORT,Sudan,1
615,Air Continental Inc,,NAR,NIGHT AIR,United States,1
616,Antanik-Air,,NAU,ANTANIK,Ukraine,1
617,Air Newark,,NER,NEWAIR,United States,1
618,Aircraft Support and Services,,NFF,,Lebanon,1
619,Aerobanana,,OBA,AEROBANANA,Mexico,1
620,Amako Airlines,,OBK,AMAKO AIR,Nigeria,1
621,Aserca Airlines,R7,OCA,AROSCA,Venezuela,1
622,Afrique CArgo Service Senegal,,NFS,,Senegal,1
623,Angoservice,,NGC,ANGOSERVICE,Angola,1
624,Angel Airlines,,NGE,ANGEL AIR,Thailand,1
625,Angel Flight America,,NGF,ANGEL FLIGHT,United States,1
626,Air Atonabee,,OUL,CITY EXPRESS,Canada,1
627,Aero Nova,,OVA,AERONOVA,Spain,1
628,Amira Air,,XPE,EXPERT,Austria,1
629,Aero Express Intercontinental,,XSS,INTER EXPRESS,Mexico,1
630,Advance Aviation Services,,XTJ,,United States,1
631,Air Libya Tibesti,,TLR,AIR LIBYA,Libya,1
632,Aerovic,,OVC,,Ecuador,1
633,Airventure,,RVE,AIRVENTURE,Belgium,1
634,Aero Servicios,,RVI,AERO SERVICIOS,Mexico,1
635,Airvallee,,RVL,AIR VALLEE,Italy,1
636,Aeromover,,OVE,AEROMOVER,Mexico,1
637,Aerovias Ejecutivas,,OVI,VIAS EJECUTIVAS,Mexico,1
638,Aero Servicio Pity,,PTD,PITY,Mexico,1
639,Aero Copter,,PTE,,Mexico,1
640,Rossiya-Russian Airlines,FV,SDM,PULKOVO,Russia,1
641,Air Pal,,PLL,AIRPAL,Spain,1
642,Air Pullmantur,,PLM,PULLMANTUR,Spain,1
643,Aviaexpress,RX,AEH,Avex,Hungary,1
644,Aviones Para Servirle,,PSG,SERVIAVIONES,Mexico,1
645,Avio Sluzba,,SLU,AVIO SLUZBA,Serbia,1
646,Air Scorpio,,SCU,SCORPIO UNIVERS,Bulgaria,1
647,Air Spirit,,SIP,AIR SPIRIT,United States,1
648,Alatau Airlines,,BMV,OLIGA,Kazakhstan,1
649,Aviateca,,GUG,AVIATECA,Guatemala,1
650,Aroostook Aviation,,PXX,PINE STATE,United States,1
651,Aeropycsa,,PYC,AEROPYCSA,Mexico,1
652,Association of Private Pilots of Kazakhstan,,PVK,BORIS,Kazakhstan,1
653,The Amiri Flight,,BAH,BAHRAIN,Bahrain,1
654,Aero Services,,BAS,AEROSERV,Barbados,1
655,Ababeel Aviation,,BBE,BABEL AIR,Sudan,1
656,Air Bashkortostan,,BBT,AGYDAL,Russia,1
657,Ambulance Air Africa,,MCY,MERCY,South Africa,1
658,American Eagle Airlines,MQ,EGF,EAGLE FLIGHT,United States,1
659,Aeropuelche,,PUE,PUELCHE,Chile,1
660,Aeroput,,PUT,,Serbia,1
661,Azzurra Air,,AZI,AZZURRA,Italy,1
664,AD Aviation,,VUE,FLIGHTVUE,United Kingdom,1
665,Aero Costa Taxi Aereo,,XCT,AEROCOSTAXI,Mexico,1
666,Aerovitro,,VRO,AEROVITRO,Mexico,1
667,Aerotaxi Villa Rica,,VRI,VILLARICA,Mexico,1
668,Aerovega,,VEG,AEROVEGA,Mexico,1
669,Aerovilla,,VVG,AEROVILLA,Colombia,1
670,Aerolineas Villaverde,,VLR,VILLAVERDE,Mexico,1
671,Aero Air,,WIL,WILLIAMETTE,United States,1
672,Aero Ejecutivos,,VEJ,VENEJECUTIV,Venezuela,1
673,Aero Industries Inc,,WAB,WABASH,United States,1
674,Aero Servicios Vanguardia,,VNG,VANGUARDIA,Mexico,1
675,Aero Taxi Los Valles,,VAD,VALLES,Spain,1
676,Aero Vilamoura,,VMR,AERO VILAMOURA,Portugal,1
677,Aero Virel,,VLS,VIREL,Mexico,1
678,Aeronautical Radio Inc,,XAA,,United States,1
679,Aerovuelox,,VUO,AEROVUELOX,Mexico,1
680,Aeronaves TSM,,VTM,AERONAVES TSM,Mexico,1
681,Air Ivoire,VU,VUN,AIRIVOIRE,Ivory Coast,1
682,Air Botswana,BP,BOT,BOTSWANA,Botswana,1
683,Air-Rep,,XPR,,United States,1
684,Air Excel,,XLL,TINGA-TINGA,Tanzania,1
685,Air Evans,,VAE,AIR-EVANS,Spain,1
686,Air Sorel,,WHY,AIR SOREL,Canada,1
687,Air Net Private Charter,,WDR,WIND RIDER,United States,1
688,Air Executive Charter,,XEC,,Germany,1
689,Air Foyle,GS,UPA,FOYLE,United Kingdom,1
690,Air Midwest,,VTY,VICTORY,Nigeria,1
691,Air Tahiti,VT,VTA,AIR TAHITI,French Polynesia,1
692,Air Urga,3N,URG,URGA,Ukraine,1
693,Air Vardar,,VDR,VARDAR,Macedonia,1
694,Air VIA,VL,VIM,,Bulgaria,1
695,Air Walser,,WLR,AIRWALSER,Italy,1
696,Aircompany Rosavia,,URA,ROSAVIA,Ukraine,1
697,Aircraft Performance Group,,XLB,,United States,1
698,Airwaves Airlink,,WLA,AIRLIMITED,Zambia,1
699,Airways Corporation of New Zealand,,XFX,AIRCORP,New Zealand,1
700,Airways,,WAY,GARONNE,France,1
701,Airwings oy,,WGS,AIRWINGS,Finland,1
702,Airkenya,,XAK,SUNEXPRESS,Kenya,1
703,Air-Lift Associates,,WPK,WOLFPACK,United States,1
704,Airtrans Ltd,,VAB,,Russia,1
705,ARP 410 Airlines,,URP,AIR-ARP,Ukraine,1
706,Auckland Regional Rescue Helicopter Trust,,WPR,WESTPAC RESCUE,New Zealand,1
707,Aurora Airlines,,URR,AIR AURORA,Slovenia,1
708,Austro Aereo,,UST,AUSTRO AEREO,Ecuador,1
709,Aviation Partners,,WLT,WINGLET,United States,1
710,Avialift Vladivostok,,VLV,VLADLIFT,Russia,1
711,Aviacion Comercial de America,,VME,AVIAMERICA,Mexico,1
712,Aviast Air,,VVA,IALSI,Russia,1
713,Aviation North,,WLV,WOLVERINE,United States,1
714,Africa West,FK,WTA,WEST TOGO,Togo,1
715,Avient Air Zambia,,VNT,AVIENT,Zambia,1
716,Aviazur,,VZR,IAZUR,France,1
717,Aviaprad,,VID,AVIAPRAD,Russia,1
718,Avirex,G2,VXG,AVIREX-GABON,Gabon,1
719,Aviaexpress Aircompany,,VXX,EXPRESSAVIA,Ukraine,1
720,AMR Services Corporation,,XAM,ALLIANCE,United States,1
721,Airline Operations Services,,XAO,,United States,1
722,Airlines 400,,VAZ,REMONT AIR,Russia,1
723,ATRAN Cargo Airlines,V8,VAS,ATRAN,Russian Federation,1
724,Ameravia,,VAM,AMERAVIA,Uruguay,1
725,Angkor Air,,VAV,AIR ANGKOR,Cambodia,1
726,AVB-2004 Ltd,,VBC,AIR VICTOR,Bulgaria,1
727,ASECNA,,XKX,,France,1
728,AT and T Aviation Division,,XAT,,United States,1
729,Avalair,,VAI,AIR AVALAIR,Serbia,1
730,Averitt Air Charter,,VRT,AVERITT,United States,1
731,Avensa,VE,AVE,Avensa,Venezuela,1
732,Avolar Aerolineas,V5,VLI,AEROVOLAR,Mexico,1
733,Avstar Aviation,,VSA,STARBIRD,South Africa,1
734,AVESCA,,VSC,AVESCA,Colombia,1
735,Aviaprom Enterprises,,XAV,AVIAPROM,Russia,1
736,Avia Trans Air Transport,,VTT,VIATRANSPORT,Sudan,1
737,Aviostart AS,,VSR,AVIOSTART,Bulgaria,1
738,Aviacao Transportes Aereos e Cargas,,VTG,ATACARGO,Angola,1
739,Assistance Aeroportuaire de L'Aeroport de Paris,,XJA,,France,1
740,American Flight Service Systems,,XFS,,United States,1
741,AASANA,,XXV,,Bolivia,1
742,Australian air Express,,XME,AUS-CARGO,Australia,1
743,AMS Group,,XMG,,Russia,1
744,Air Caraibes Atlantique,,CAJ,CAR LINE,France,1
745,Air China Cargo,,CAO,AIRCHINA FREIGHT,China,1
746,Aerovias Caribe,,CBE,AEROCARIBE,Mexico,1
747,Aerotaxi del Cabo,,CBO,TAXI CABO,Mexico,1
748,Air Columbus,,CBS,AIR COLUMBUS,Ukraine,1
749,Aero Cabo,,CBV,CABOAEREO,Mexico,1
750,Air China,CA,CCA,AIR CHINA,China,1
751,Aerocardal,,CDA,CARDAL,Chile,1
752,Aero Condor Peru,Q6,CDP,CONDOR-PERU,Peru,1
753,Aerotrans,,CDU,,Russia,1
754,Airline Skol,,CDV,SKOL,Russia,1
755,Aerofan,,CFF,AEROFAN,Spain,1
756,ACEF,,CFM,ACEF,Portugal,1
757,Africa One,,CFR,,Democratic Republic of the Congo,1
758,Aero Calafia,,CFV,CALAFIA,Mexico,1
759,Air Cargo Belize,,CGB,CARGO BELIZE,Belize,1
760,Aero Clube Do Algarve,,CGV,CLUBE ALGARVE,Portugal,1
761,Air Great Wall,,CGW,CHANGCHENG,China,1
762,Aircompany Chaika,,CHJ,AIR CHAIKA,Ukraine,1
763,Air Charter Services,,CHR,ZAIRE CHARTER,Democratic Republic of the Congo,1
764,Air Charter Professionals,,CHV,CHARTAIR,United States,1
765,Asia Continental Airlines,,CID,ACID,Kazakhstan,1
766,Arctic Circle Air Service,5F,CIR,AIR ARCTIC,United States,1
767,Aviation Charter Services,,CKL,CIRCLE CITY,United States,1
768,Aerovias Castillo,,CLL,AEROCASTILLO,Mexico,1
769,Aero Club De Portugal,,CLP,CLUB PORTUGAL,Portugal,1
770,Air Care Alliance,,CMF,COMPASSION,United States,1
771,Aero Continente Dominicana,,CND,CONDOMINICANA,Dominican Republic,1
772,Air Toronto,,CNE,CONNECTOR,Canada,1
773,Aquila Air,,CNH,CHENANGO,United States,1
774,Air Consul,,CNU,AIR CONSUL,Spain,1
775,Allcanada Express,,CNX,CANEX,Canada,1
776,ATS Private Company,,CPF,TECHSERVICE,Ukraine,1
777,Air Corridor,QC,CRD,AIR CORRIDOR,Mozambique,1
778,Air Central,NV,CRF,AIR CENTRAL,Japan,1
779,Air Cruzal,,CRJ,AIR CRUZAL,Angola,1
780,Aerotransportes Corporativos,,CRP,AEROTRANSCORP,Mexico,1
781,Air Creebec,,CRQ,CREE,Canada,1
782,Aero Charter and Transport,,CTA,CHAR-TRAN,United States,1
783,Air Tenglong,,CTE,TENGLONG,China,1
784,Aerlineas Centauro,,CTR,CENTAURO,Mexico,1
785,Aerocuahonte,,CUO,CUAHONTE,Mexico,1
786,Air Chathams,CV,CVA,CHATHAM,New Zealand,1
787,Air Marshall Islands,CW,CWM,AIR MARSHALLS,Marshall Islands,1
788,Australian Customs Service,,CWP,COASTWATCH,Australia,1
789,Air One Cityliner,,CYL,CITYLINER,Italy,1
790,Air Transport,,CYO,COYOTE,United States,1
791,Access Air,ZA,CYD,CYCLONE,United States,1
792,Aerocheyenne,,CYE,AEROCHEYENNE,Mexico,1
793,Air Algerie,AH,DAH,AIR ALGERIE,Algeria,1
794,Aerovias DAP,,DAP,DAP,Chile,1
795,Air Alpha,,DBA,DOUBLE-A,United States,1
796,Air Niagara Express,,DBD,AIR NIAGARA,Canada,1
797,Aviation Defense Service,,DEF,TIRPA,France,1
798,Air Service Groningen,,DEG,DEGGER,Netherlands,1
799,Adam Air,KI,DHI,ADAM SKY,Indonesia,1
800,Astar Air Cargo,ER,DHL,DAHL,United States,1
801,Archer Aviation,,DHM,ARCHER,United Kingdom,1
802,Aeromedica,,DIC,AEROMEDICA,Mexico,1
803,Aerodin,,DIN,AERODIN,Mexico,1
804,Antinea Airlines,HO,DJA,ANTINEA,Algeria,1
805,Air Djibouti,,DJU,AIR DJIB,Djibouti,1
806,Air Dolomiti,EN,DLA,DOLOMOTI,Italy,1
807,Aero Modelo,,DLS,AEROMODELO,Mexico,1
808,Aerolineas Del Sur,,DLU,DEL SUR,Chile,1
809,Aerodinamica de Monterrey,,DMC,DINAMICAMONT,Mexico,1
810,Aeroservicios Dinamicos,,DMI,AERODINAMICO,Mexico,1
811,Aerotaxis Dosmil,,DML,,Mexico,1
812,Aerodespachos De El Salvador,,DNA,AERODESPACHOS,El Salvador,1
813,Aeroynamics Malaga,,DNC,FLYINGOLIVE,Spain,1
814,Aerodynamics Incorporated,,DNJ,DYNAJET,United States,1
815,Aeroflot-Don,D9,DNV,DONAVIA,Russia,1
816,Air Madrid,NM,DRD,ALADA AIR,Spain,1
817,Airways Flight Training,,DRM,DARTMOOR,United Kingdom,1
818,Aeronaves Del Noreste,,DRO,AERONORESTE,Mexico,1
819,Addis Air Cargo Services,,DSC,ADDIS CARGO,Ethiopia,1
820,Aero Algarve,,DSK,SKYBANNER,Portugal,1
821,Aex Air,,DST,DESERT,United States,1
822,Aero Davinci International,,DVI,AERO DAVINCI,Mexico,1
823,Aero Dynamics,,DYN,AERO DYNAMIC,United States,1
824,Aeroservicios Ecuatorianos,,EAE,AECA,Ecuador,1
825,Aero-Pyrenees,,EAP,AERO-PYRENEES,France,1
826,Air Transport,,EAT,TRANS EUROPE,Slovakia,1
827,Aero Airlines,EE,EAY,REVAL,Estonia,1
828,Aero Ejecutivo De Baja California,,EBC,CALIXJET,Mexico,1
829,Air City,4F,ECE,AIRCITY,Germany,1
830,Aero Ejecutivos RCG,,ECG,EJECTUIVOS RCG,Mexico,1
831,Aeronautica Castellana,,ECL,AERO CASTELLANA,Spain,1
832,Aerolineas Comerciales,,ECM,AERO COMERCIALES,Mexico,1
833,Aerolineas Nacionales Del Ecuador,,EDA,ANDES,Ecuador,1
834,Air Este,,EET,AESTE,Spain,1
835,Air Mana,,EFC,FLIGHT TAXI,France,1
836,Aer Lingus,EI,EIN,SHAMROCK,Ireland,1
837,Aeroservicios Ejecutivos Corporativos,,EJP,EJECCORPORATIVOS,Mexico,1
838,Alpi Eagles,E8,ELG,ALPI EAGLES,Italy,1
839,Arrendoora y Transportadora Aerea,,END,ARRENDADORA,Mexico,1
840,Eliossola,,EOS,ELIOSSOLA,Italy,1
841,Shenzhen Donghai Airlines,,EPA,DONGHAI AIR,China,1
842,Aeronaves Del Noroeste,,ENW,AERONOR,Spain,1
843,Airailes,,EOL,EOLE,France,1
844,Aero Ermes,,EOM,AERO ERMES,Mexico,1
845,Aero Transportes Empresariales,,EPL,EMPRESARIALES,Mexico,1
846,Epps Air Service,,EPS,EPPS AIR,United States,1
847,Aero Empresarial,,EPE,AEROEMPRESARIAL,Mexico,1
848,Air S,KY,EQL,EQUATORIAL,Air S,1
849,Avianergo,,ERG,AVIANERGO,Russia,1
850,Aero Servicios Regiomontanos,,ERI,ASERGIO,Mexico,1
851,Aerosec,,ERK,AEROSEC,Chile,1
852,Aeromaan,,ERM,EOMAAN,Mexico,1
853,Aerosaba,,ESB,AEROSABA,Mexico,1
854,Avitat,,ESO,,United Kingdom,1
855,Aerolineas Ejecutivas Del Sureste,,ESU,ALESUR,Mexico,1
856,Aeronautica Le Esperanza,,ESZ,ESPERANZA,Mexico,1
857,ATTICO,,ETC,TRANATTICO,Sudan,1
858,Aero Siete,,ETE,AEROSIETE,Mexico,1
859,Air Atlanta Europe,,EUK,SNOWBIRD,United Kingdom,1
860,Air Evex,,EVE,SUNBEAM,Germany,1
861,Aeronautical Academy of Europe,,EVR,DIANA,Portugal,1
862,Air Exchange,,EXG,EXCHANGE,United States,1
863,Atlantic Helicopters,,FAC,FAROECOPTER,Denmark,1
864,Argentine Air Force,,FAG,FUAER,Argentina,1
865,Air Fiji,PC,FAJ,FIJIAIR,Fiji,1
866,AF-Air International,,FAN,FANBIRD,Angola,1
867,Aviation Data Systems,,FBW,,United States,1
868,Air Carriers,,FCI,FAST CHECK,United States,1
869,Aerofrisco,,FCO,AEROFRISCO,Mexico,1
870,Alfa 4,,FCU,,Mexico,1
871,African Airlines,,FDA,AIR SANKORE,Mali,1
872,African Medical and Research Foundation,,FDS,FLYDOC,Kenya,1
873,Aero Freight,,FGT,FREIAERO,Mexico,1
874,Aerosafin,,FIC,AEROSAFIN,Mexico,1
875,Air Finland,OF,FIF,AIR FINLAND,Finland,1
876,Aerodata Flight Inspection,,FII,FLIGHT CHECKER,Germany,1
877,Airfix Aviation,,FIX,AIRFIX,Finland,1
878,Air Pacific,FJ,FJI,PACIFIC,Fiji,1
879,Air Falcon,,FLD,,Pakistan,1
880,Atlantic Airways,RC,FLI,FAROELINE,Faroe Islands,1
881,Air Florida,QH,FLZ,AIR FLORIDA,United States,1
882,Air Fret De Mauritanie,,FMT,,Mauritania,1
883,Avio Nord,,FNM,,Italy,1
884,Aeroflota Del Noroeste,,FNO,RIAZOR,Spain,1
885,Aero Fenix,,FNX,AERO FENIX,France,1
886,Ford Motor Company,,FRD,FORD,United States,1
887,African Company Airlines,,FPY,AFRICOMPANY,Democratic Republic of the Congo,1
888,Afrijet Airlines,,FRJ,AFRIJET,Nigeria,1
889,Afrika Aviation Handlers,,FRK,AFRIFAST,Kenya,1
890,Afrique Chart'air,,FRQ,CHARTER AFRIQUE,Cameroon,1
891,Aerofreight Airlines,,FRT,,Russia,1
892,Aereos Limited,,FST,FAST TRACK,United Kingdom,1
893,Air Affaires Tchad,,FTC,AFFAIRES TCHAD,Chad,1
894,ABC Bedarsflug,,FTY,FLY TYROL,Austria,1
895,Air Iceland,NY,FXI,FAXI,Iceland,1
896,Air Philippines,2P,GAP,ORIENT PACIFIC,Philippines,1
897,Aerogaucho,,GAU,AEROGAUCHO,Uruguay,1
898,Aero Business Charter,,GBJ,GLOBAL JET,Germany,1
899,Atlantic Airlines,,GBN,ATLANTIC GABON,Gabon,1
900,Aeronor,,GCF,AEROCARTO,Spain,1
